direction_glob_on_S2,direction_S2
,212.84353792421223
,30.847063207944927
,51.13658865191252
,37.77803571514397
,217.73233586549463
,33.524914540132784
,35.97054672955767
,23.736726889903366
,41.04973081619511
,35.704922238815584
,41.37400872931846
,34.836053491988935
,37.06539870022385
,46.346558747364384
,225.4068447068039
,313.8249411852304
,267.7394199489514
,17.507540065795354
,13.638648931214163
,38.06004664344346
,21.164763869850333
,26.44234423723401
,13.23506395706329
,215.42858246858543
,36.57753598118836
,36.50663093535189
,27.35534465314248
,48.625818466377495
16.412206932315158,221.1859251657097
15.308154191588242,357.99702857282716
14.934566425075747,25.309326380506207
13.739104256772869,29.79796922166622
11.951175806504597,10.797045857413877
10.163255820405091,19.9236848881701
8.375344322098211,12.068575597019219
6.5874413352074965,11.095438356470595
6.525189778330452,20.009730861137825
70.21227149447435,22.925044723036137
16.041416015816665,91.80922860618881
15.730944644377166,24.23663437315213
15.357527006047153,18.736137180969877
14.825707086861911,18.001611379498968
13.640629921147955,14.556570508395737
11.852936089077254,12.366759721989183
10.06525184962721,359.5039649616499
8.277577227136021,11.802929827528374
8.214339150599034,11.560332085500818
8.706672151062527,23.398202643732134
71.8195154337137,23.045902533514777
135.64337304530994,22.69844359158344
199.4668774755437,27.191063857242796
249.32806172971323,35.03176957992298
251.96788207721266,42.66501772216009
16.46418994337871,9.208473993086216
16.1537739432029,353.843291234213
15.780555327123425,10.887793978872764
15.248792033965636,8.74840361600343
14.717031622921576,23.934926922406476
13.542846703921693,359.3524066923409
11.755390857717032,37.291399928077624
9.967945734286806,16.084023503344724
9.903417978274017,4.0233773755953735
10.395975441472196,15.45294584731198
10.88853769076479,32.04654008729756
73.40086124716517,27.417999777690852
137.21572192834003,23.96742214379026
187.10999192128958,26.25797007765499
189.74128159089994,43.63644651907441
17.507730832531674,211.58947352378823
17.197365252809007,27.287680662615344
14.608541604788355,24.19052213843736
13.445760238298547,14.917833187192343
11.658545747858057,0.35431467453270216
11.592425156578948,355.7733670946627
12.085206765847921,5.632380306899734
12.577994267231423,21.364120189582536
13.070787659629847,32.924691424936384
74.95610489928481,24.92564845360829
124.89178056126532,30.03559410599877
127.51453799569886,32.20930469183958
17.620160162757493,104.0046178043084
17.309852642337937,47.8254208271137
16.99954797373728,34.501391326208136
16.62681408177115,7.818636383290254
16.095165051976778,4.7583655222781545
15.563519457375666,43.94116800654507
15.031877305590829,8.115633837324026
13.774365018925613,48.72200878720116
14.267377454917156,35.93729154199997
14.760396888559754,20.205837118129693
15.253423319506279,28.722851859541095
