intensity_glob_onS2,intensity_S2
,2.1372325678402673
,0.7868915505383012
,0.9271326881724826
,1.1856981320623994
,1.2510509765690698
,0.9546388317712949
,1.122954108710542
,0.9890273680728502
,1.56506288679396
,1.3048528268523552
,1.2875734208526755
,0.786698925912466
,0.8147862411230552
,0.3959935241076176
,1.4544260633525856
,1.166127739026873
,0.3525314557951096
,0.7954077131467279
,0.8536282140840296
,0.8197608645150442
,0.6148464849640032
,0.877705029522446
,1.0106581769512528
,1.2403892611600484
,1.2330532955962112
,0.5513837024156696
,0.6882649120754112
,1.3311101067529012
1.1925189930196667,0.3321920566479578
1.1641904465241455,0.6793342539504107
1.1430440960813264,0.8542760855675285
1.1068939148352994,0.7527055218667181
1.072793575698564,0.7688346427663428
1.038693395244902,0.8369733879340701
1.0045933739231154,0.9168049678504894
0.9704935121819928,1.0574496444424482
0.9255815560166565,1.0395568151757422
0.8799251958272611,1.1042227667862594
1.2138132188886295,0.3387621910609915
1.1995635339617492,0.7848138774173343
1.1784343270391573,0.8221740437130879
1.1399931453290968,0.8026457971875864
1.1038121379496215,0.6888313291318804
1.069716112857599,0.7174107344382428
1.0356202671825967,0.921605649323817
1.0015246013865278,0.8990066498895164
0.9566244804334404,0.9467735362542146
0.9082435933495415,0.8892329637044117
0.862566919145735,1.0910157785559322
0.8169211663942206,1.1457104922449635
0.7712756184169094,1.1572169108160815
0.7259325761243773,0.9430188899589695
0.6816121549649973,1.8164755412015892
1.249183447360164,0.9756061342289968
1.2349383586783396,1.3835515874276754
1.213829440639595,1.041783611147697
1.1753929781539663,1.2063122583957369
1.13695674129102,0.9404265298942689
1.1007432272220887,1.1101431855200177
1.0666515788314652,0.5134870970088469
1.0325601306232608,0.7489130987861583
0.9876737731312968,1.0919572100827002
0.9392971897085642,0.9741428912152211
0.8909208455627535,0.8919066748143264
0.8452227945195546,0.9845573805540524
0.7995812282305139,1.124940695908562
0.7542412818108998,1.1092576535648577
0.7099248753016094,1.0961494679436412
1.3130369052789386,1.7347482726034722
1.2987960503520046,0.9610255637846615
1.1339350038401297,1.0167455125171538
1.097687288523254,1.0799239890565937
1.0636000795322598,1.182465008558488
1.0187294137069824,1.2670090753354275
0.9703571646773699,1.1544202056140982
0.9219851752872605,0.9680972313668428
0.8736134461944647,0.8803472561285376
0.8278929466715619,0.9171023835896804
0.782555944132037,1.0466955372583129
0.7382435804614107,1.0673698432848944
1.33416507500339,0.8019844353393357
1.3199289968151047,0.7686140793266939
1.3056931275622818,0.9412575199713379
1.284634223117465,1.6011699903001642
1.2462072721509785,1.7792283966190185
1.207780593076404,1.072426714747373
1.1693541864597878,1.5383899421384244
1.0014234978190564,1.190552358755257
0.9530558939102585,0.9542039589805531
0.9046885706823976,1.002655976301036
0.8563215288070406,0.9791188484877487
0.8108765444162583,0.9639374206637878
0.7665682517599823,1.0990215161156343
1.3494026222372835,1.5482420917934951
